index,Names,Gender,Count,Probability,quote,author,tags,likes
826,Clifton,M,70908,0.000194057,Do you really want to be happy? You can begin by being appreciative of who you are and what you've got.,"Benjamin Hoff,",inspirational;taoism;winnie-the-pooh,620
827,Kent,M,70866,0.000193942,Know thyself.,Socrates,inspirational,620
828,Jonathon,M,70792,0.000193739,"I've been lucky. Opportunities don't often come along. So, when they do, you have to grab them.",Audrey Hepburn,inspirational,614
829,Jaime,M,70642,0.000193329,"I??ve come to the conclusion that people who wear headphones while they walk, are much happier, more confident, and more beautiful individuals than someone making the solitary drudge to work without acknowledging their own interests and power.",Jason Mraz,confidence;inspirational;life;music;power;spiritual;truth;work,612
830,Kirk,M,70529,0.00019302,"Words can never fully say what we want them to say, for they fumble, stammer, and break the best porcelain. The best one can hope for is to find along the way someone to share the path, content to walk in silence, for the heart communes best when it does not try to speak.","Margaret Weis,",inspirational;love,612
831,Sandy,F,70503,0.000192948,"It is the possibility that keeps me going, and though you may call me a dreamer or a fool or any other thing, I believe that anything is possible.",Nicholas Sparks,inspirational;love;optimism;possibilities,611
832,Jeannette,F,70502,0.000192946,"If my mind can conceive it, and my heart can believe it - then I can achieve it.","Muhammad Ali,",inspirational,611
833,Alberta,F,70444,0.000192787,They laugh at me because I'm different; I laugh at them because they're all the same.,Kurt Cobain,different;humor;inspirational;misattributed;same;society,608
834,Elise,F,70400,0.000192667,Life begins on the other side of despair.,Jean-Paul Sartre,inspirational,600
835,Verna,F,70295,0.000192379,"The truth knocks on the door and you say, ""Go away, I'm looking for the truth,"" and so it goes away. Puzzling.","Robert M. Pirsig,",inspirational;truth;zen,600
836,Giovanni,M,70258,0.000192278,"I am always doing what I cannot do yet, in order to learn how to do it.",Vincent Van Gogh,inspirational,596
837,Camila,F,70246,0.000192245,People have only as much liberty as they have the intelligence to want and the courage to take.,Emma Goldman,anarchism;independence;independent-thought;inspirational;liberty;revolution,593
838,Simon,M,70070,0.000191763,"Challenge and adversity are meant to help you know who you are. Storms hit your weakness, but unlock your true strength.","Roy T. Bennett,",adversity;challenge;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential,547
839,Carly,F,69846,0.00019115,Nothing makes a person happier than having a happy heart.,Roy T. Bennett,happiness;happy;happy-heart;heart;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,508
840,Faye,F,69701,0.000190754,"We all need to be mocked from time to time, lest we take ourselves too seriously.",George R.R. Martin,inspirational,883
841,Sonia,F,69695,0.000190737,"If we ever forget that we're one nation under God, then we will be one nation gone under.",Ronald Reagan,inspirational;religon;separation-of-church-and-state,695
842,Camille,F,69624,0.000190543,"Growing up means learning what life is. When you're little, you have a set of ideals, standards, criteria, plans, outlooks, and you think that you have to sit around and wait for them to happen to you and then life will work. But life isn't like that, for anybody; you can't fall in love with a standard, you have to fall in love with a person. You can't live in a criteria, you have to live your life. You can't wait for your plans to materialize, because they may never materialize the way you think they will. You can't wait to watch your ideals and standards walk up to you, because you can't know what's yours until you have it. I always say, always take the first chance in case you never get a second one, but growing up takes that even one step further, growing up means that you have to hold on to what you have, when you have it, because what you have- that's yours- and all the ideals and criteria you have set in your head, those aren't yours, because those haven't happened to you.",C. JoyBell C.,growing;growth;humanism;humanity;inspirational;inspirational-life;inspirational-quotes;learning;life;life-and-living;life-experiences;life-lessons,679
843,Opal,F,69608,0.000190499,"Friendship with oneself is all important, because without it one cannot be friends with anyone else in the world.",Eleanor Roosevelt,inspirational;self-acceptance,659
844,Nichole,F,69588,0.000190444,"I'm going to paraphrase Thoreau here... rather than love, than money, than faith, than fame, than fairness... give me truth. ","Jon Krakauer,",inspirational,630
845,Ramona,F,69552,0.000190346,"For everything in this journey of life we are on, there is a right wing and a left wing: for the wing of love there is anger; for the wing of destiny there is fear; for the wing of pain there is healing; for the wing of hurt there is forgiveness; for the wing of pride there is humility; for the wing of giving there is taking; for the wing of tears there is joy; for the wing of rejection there is acceptance; for the wing of judgment there is grace; for the wing of honor there is shame; for the wing of letting go there is the wing of keeping. We can only fly with two wings and two wings can only stay in the air if there is a balance. Two beautiful wings is perfection. There is a generation of people who idealize perfection as the existence of only one of these wings every time. But I see that a bird with one wing is imperfect. An angel with one wing is imperfect. A butterfly with one wing is dead. So this generation of people strive to always cut off the other wing in the hopes of embodying their ideal of perfection, and in doing so, have created a crippled race.",C. JoyBell C.,ancient;flight;flying;human-race;humanity;imperfection;inspirational;inspirational-life;inspirational-quotes;inspiring;journey;life;life-and-living;life-s-journey;living;living-life;people;perfect;perfection;the-journey;truth;two-wings;wings;wisdom;wisdom-quotes,622
846,Cheyenne,F,69281,0.000189604,It doesn??t matter how many times you get knocked down. All that matters is you get up one more time than you were knocked down.,Roy T. Bennett,ability;don-t-give-up;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;never-give-up;optimism;optimistic;perseverance;persistence;positive;positive-affirmation;positive-life;positive-thinking;vision,620
847,Scarlett,F,69020,0.00018889,"Failure is a bend in the road, not the end of the road. Learn from failure and keep moving forward.",Roy T. Bennett,change;failure;failures;inspiration;inspirational;inspirational-quotes;inspire;inspiring;keep-going;keep-moving-forward;learn;learning;life;life-quotes;living;motivation;motivational;optimism;optimistic;perseverance;positive;positive-affirmation;positive-life;positive-thinking;risk;success,615
848,Flora,F,68947,0.00018869,"E.L. Doctorow said once said that 'Writing a novel is like driving a car at night. You can see only as far as your headlights, but you can make the whole trip that way.' You don't have to see where you're going, you don't have to see your destination or everything you will pass along the way. You just have to see two or three feet ahead of you. This is right up there with the best advice on writing, or life, I have ever heard.","Anne Lamott,",inspirational;life;writing,615
849,Sonya,F,68554,0.000187615,"It takes guts and humility to admit mistakes. Admitting we're wrong is courage, not weakness.","Roy T. Bennett,",courage;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;mistakes;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,608
850,Jace,M,68475,0.000187398,The place God calls you to is the place where your deep gladness and the world??s deep hunger meet.,"Frederick Buechner,",inspirational,606
851,Della,F,68383,0.000187147,Desperation is the raw material of drastic change. Only those who can leave behind everything they have ever believed in can hope to escape. ,William S. Burroughs,burroughs;change;escape;inspirational,606
852,Leonardo,M,68374,0.000187122,I offer you peace. I offer you love. I offer you friendship. I see your beauty. I hear your need. I feel your feelings.,Mahatma Gandhi,inspirational,605
853,Penelope,F,68327,0.000186993,"The soul should always stand ajar, ready to welcome the ecstatic experience.",Emily Dickinson,inspirational;writing,602
854,Lorenzo,M,68083,0.000186326,"All I ask is one thing, and I??m asking this particularly of young people: please don??t be cynical. I hate cynicism, for the record, it??s my least favorite quality and it doesn??t lead anywhere. Nobody in life gets exactly what they thought they were going to get. But if you work really hard and you??re kind, amazing things will happen.",Conan O'Brien,cynicism;happiness;inspirational,602
